0.002,0.002
0.004,0.004
0.006,0.00599998
0.008,0.00799994
0.01,0.00999988
0.012,0.0119998
0.014,0.0139996
0.016,0.0159994
0.018,0.0179992
0.02,0.0199989
0.022,0.0219985
0.024,0.023998
0.026,0.0259974
0.028,0.0279967
0.03,0.0299959
0.032,0.031995
0.034,0.033994
0.036,0.0359929
0.038,0.0379916
0.04,0.0399901
0.042,0.0419885
0.044,0.0439868
0.046,0.0459848
0.048,0.0479827
0.05,0.0499804
0.052,0.0519779
0.054,0.0539752
0.056,0.0559723
0.058,0.0579691
0.06,0.0599658
0.062,0.0619622
0.064,0.0639583
0.066,0.0659543
0.068,0.0679499
0.07,0.0699453
0.072,0.0719404
0.074,0.0739352
0.076,0.0759297
0.078,0.077924
0.08,0.0799179
0.082,0.0819115
0.084,0.0839048
0.086,0.0858977
0.088,0.0878903
0.09,0.0898826
0.092,0.0918745
0.094,0.093866
0.0959999,0.0958572
0.0979999,0.097848
0.0999999,0.0998384
0.102,0.101828
0.104,0.103818
0.106,0.105807
0.108,0.107796
0.11,0.109784
0.112,0.111772
0.114,0.11376
0.116,0.115747
0.118,0.117733
0.12,0.119719
0.122,0.121705
0.124,0.12369
0.126,0.125675
0.128,0.127659
0.13,0.129643
0.132,0.131626
0.134,0.133608
0.136,0.13559
0.138,0.137572
0.14,0.139553
0.142,0.141533
0.144,0.143513
0.146,0.145492
0.148,0.147471
0.15,0.149449
0.152,0.151427
0.154,0.153404
0.156,0.15538
0.158,0.157356
0.16,0.159331
0.162,0.161305
0.164,0.163279
0.166,0.165252
0.168,0.167225
0.17,0.169197
0.172,0.171168
0.174,0.173138
0.176,0.175108
0.178,0.177077
0.18,0.179046
0.182,0.181013
0.184,0.18298
0.186,0.184947
0.188,0.186912
0.19,0.188877
0.192,0.190841
0.194,0.192804
0.196,0.194767
0.198,0.196728
0.2,0.198689
0.202,0.200649
0.204,0.202609
0.206,0.204567
0.208,0.206525
0.21,0.208482
0.212,0.210438
0.214,0.212393
0.216,0.214347
0.218,0.216301
0.22,0.218254
0.222,0.220205
0.224,0.222156
0.226,0.224106
0.228,0.226056
0.23,0.228004
0.232,0.229951
0.234,0.231898
0.236,0.233843
0.238,0.235788
0.24,0.237731
0.242,0.239674
0.244,0.241616
0.246,0.243556
0.248,0.245496
0.25,0.247435
0.252,0.249373
0.254,0.25131
0.256,0.253245
0.258,0.25518
0.26,0.257114
0.262,0.259047
0.264,0.260979
0.266,0.262909
0.268,0.264839
0.27,0.266768
0.272,0.268695
0.274,0.270622
0.276,0.272547
0.278,0.274471
0.28,0.276395
0.282,0.278317
0.284,0.280238
0.286,0.282158
0.288,0.284076
0.29,0.285994
0.292,0.28791
0.294,0.289826
0.296,0.29174
0.298,0.293653
0.3,0.295565
0.302,0.297475
0.304,0.299385
0.306,0.301293
0.308,0.3032
0.31,0.305106
0.312,0.307011
0.314,0.308914
0.316,0.310817
0.318,0.312718
0.32,0.314617
0.322,0.316516
0.324,0.318413
0.326,0.320309
0.328,0.322204
0.33,0.324097
0.332,0.325989
0.334,0.32788
0.336,0.329769
0.338,0.331657
0.34,0.333544
0.342,0.33543
0.344,0.337314
0.346,0.339197
0.348,0.341078
0.35,0.342958
0.352,0.344837
0.354,0.346714
0.356,0.34859
0.358,0.350465
0.36,0.352338
0.362,0.35421
0.364,0.35608
0.366,0.357949
0.368,0.359817
0.37,0.361683
0.372,0.363548
0.374,0.365411
0.376,0.367273
0.378,0.369133
0.38,0.370992
0.382,0.372849
0.384,0.374705
0.386,0.376559
0.388,0.378412
0.39,0.380263
0.392,0.382113
0.394,0.383961
0.396,0.385808
0.398,0.387653
0.4,0.389497
0.402,0.391339
0.404,0.39318
0.406,0.395019
0.408,0.396856
0.41,0.398692
0.412,0.400526
0.414,0.402359
0.416,0.40419
0.418,0.406019
0.42,0.407847
0.422,0.409673
0.424001,0.411498
0.426001,0.413321
0.428001,0.415142
0.430001,0.416962
0.432001,0.418779
0.434001,0.420596
0.436001,0.42241
0.438001,0.424223
0.440001,0.426034
0.442001,0.427844
0.444001,0.429652
0.446001,0.431458
0.448001,0.433262
0.450001,0.435065
0.452001,0.436866
0.454001,0.438665
0.456001,0.440462
0.458001,0.442258
0.460001,0.444052
0.462001,0.445844
0.464001,0.447634
0.466001,0.449423
0.468001,0.451209
0.470001,0.452994
0.472001,0.454778
0.474001,0.456559
0.476001,0.458338
0.478001,0.460116
0.480001,0.461892
0.482001,0.463666
0.484001,0.465438
0.486001,0.467208
0.488001,0.468977
0.490001,0.470743
0.492001,0.472508
0.494001,0.474271
0.496001,0.476032
0.498001,0.477791
0.500001,0.479548
0.502001,0.481303
0.504001,0.483056
0.506001,0.484807
0.508001,0.486557
0.510001,0.488304
0.512001,0.49005
0.514,0.491793
0.516,0.493535
0.518,0.495274
0.52,0.497012
0.522,0.498748
0.524,0.500481
0.526,0.502213
0.528,0.503943
0.53,0.50567
0.532,0.507396
0.534,0.509119
0.536,0.510841
0.538,0.51256
0.54,0.514278
0.542,0.515993
0.544,0.517707
0.546,0.519418
0.548,0.521127
0.55,0.522834
0.552,0.524539
0.554,0.526242
0.556,0.527943
0.558,0.529642
0.56,0.531339
0.562,0.533033
0.564,0.534725
0.566,0.536416
0.568,0.538104
0.57,0.53979
0.572,0.541474
0.574,0.543155
0.576,0.544835
0.578,0.546512
0.58,0.548187
0.582,0.54986
0.584,0.551531
0.586,0.553199
0.588,0.554866
0.589999,0.55653
0.591999,0.558192
0.593999,0.559851
0.595999,0.561509
0.597999,0.563164
0.599999,0.564817
0.601999,0.566468
0.603999,0.568116
0.605999,0.569762
0.607999,0.571406
0.609999,0.573048
0.611999,0.574687
0.613999,0.576324
0.615999,0.577959
0.617999,0.579591
0.619999,0.581221
0.621999,0.582849
0.623999,0.584474
0.625999,0.586097
0.627999,0.587718
0.629999,0.589336
0.631999,0.590953
0.633999,0.592566
0.635999,0.594178
0.637999,0.595787
0.639999,0.597393
0.641999,0.598997
0.643999,0.600599
0.645999,0.602199
0.647999,0.603796
0.649999,0.60539
0.651999,0.606982
0.653999,0.608572
0.655999,0.610159
0.657999,0.611744
0.659999,0.613327
0.661999,0.614907
0.663999,0.616484
0.665999,0.618059
0.667998,0.619632
0.669998,0.621202
0.671998,0.62277
0.673998,0.624335
0.675998,0.625898
0.677998,0.627458
0.679998,0.629015
0.681998,0.63057
0.683998,0.632123
0.685998,0.633673
0.687998,0.635221
0.689998,0.636766
0.691998,0.638308
0.693998,0.639848
0.695998,0.641386
0.697998,0.64292
0.699998,0.644453
0.701998,0.645982
0.703998,0.64751
0.705998,0.649034
0.707998,0.650556
0.709998,0.652075
0.711998,0.653592
0.713998,0.655106
0.715998,0.656618
0.717998,0.658127
0.719998,0.659633
0.721998,0.661136
0.723998,0.662637
0.725998,0.664136
0.727998,0.665631
0.729998,0.667124
0.731998,0.668615
0.733998,0.670102
0.735998,0.671587
0.737998,0.67307
0.739998,0.674549
0.741998,0.676026
0.743998,0.677501
0.745997,0.678972
0.747997,0.680441
0.749997,0.681907
0.751997,0.68337
0.753997,0.684831
0.755997,0.686289
0.757997,0.687744
0.759997,0.689197
0.761997,0.690646
0.763997,0.692093
0.765997,0.693537
0.767997,0.694979
0.769997,0.696417
0.771997,0.697853
0.773997,0.699286
0.775997,0.700716
0.777997,0.702144
0.779997,0.703569
0.781997,0.70499
0.783997,0.706409
0.785997,0.707826
0.787997,0.709239
0.789997,0.710649
0.791997,0.712057
0.793997,0.713462
0.795997,0.714864
0.797997,0.716263
0.799997,0.717659
0.801997,0.719053
0.803997,0.720443
0.805997,0.721831
0.807997,0.723216
0.809997,0.724598
0.811997,0.725977
0.813997,0.727353
0.815997,0.728726
0.817997,0.730096
0.819997,0.731464
0.821997,0.732828
0.823996,0.73419
0.825996,0.735548
0.827996,0.736904
0.829996,0.738257
0.831996,0.739606
0.833996,0.740953
0.835996,0.742297
0.837996,0.743638
0.839996,0.744976
0.841996,0.746311
0.843996,0.747643
0.845996,0.748972
0.847996,0.750298
0.849996,0.751621
0.851996,0.752941
0.853996,0.754258
0.855996,0.755571
0.857996,0.756882
0.859996,0.75819
0.861996,0.759495
0.863996,0.760797
0.865996,0.762096
0.867996,0.763391
0.869996,0.764684
0.871996,0.765974
0.873996,0.76726
0.875996,0.768544
0.877996,0.769825
0.879996,0.771102
0.881996,0.772376
0.883996,0.773647
0.885996,0.774916
0.887996,0.776181
0.889996,0.777443
0.891996,0.778701
0.893996,0.779957
0.895996,0.78121
0.897996,0.782459
0.899996,0.783706
0.901995,0.784949
0.903995,0.786189
0.905995,0.787426
0.907995,0.78866
0.909995,0.78989
0.911995,0.791118
0.913995,0.792342
0.915995,0.793563
0.917995,0.794781
0.919995,0.795996
0.921995,0.797208
0.923995,0.798416
0.925995,0.799622
0.927995,0.800824
0.929995,0.802023
0.931995,0.803218
0.933995,0.804411
0.935995,0.8056
0.937995,0.806786
0.939995,0.807969
0.941995,0.809148
0.943995,0.810325
0.945995,0.811498
0.947995,0.812668
0.949995,0.813834
0.951995,0.814998
0.953995,0.816158
0.955995,0.817315
0.957995,0.818468
0.959995,0.819619
0.961995,0.820766
0.963995,0.821909
0.965995,0.82305
0.967995,0.824187
0.969995,0.825321
0.971995,0.826451
0.973995,0.827579
