"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2024-01-04T01:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.1,"provisorisch"
"2024-01-04T01:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",242.8,"provisorisch"
"2024-01-04T01:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",5.18,"provisorisch"
"2024-01-04T01:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",5.27,"provisorisch"
"2024-01-04T01:00+0100","Zch_Schimmelstrasse","T","h1","°C",8.05,"provisorisch"
"2024-01-04T01:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",87.96,"provisorisch"
"2024-01-04T01:00+0100","Zch_Schimmelstrasse","p","h1","hPa",959.28,"provisorisch"
"2024-01-04T01:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",38.68,"provisorisch"
"2024-01-04T01:00+0100","Zch_Schimmelstrasse","WD","h1","°",143.69,"provisorisch"
"2024-01-04T01:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.58,"provisorisch"
"2024-01-04T01:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.74,"provisorisch"
"2024-01-04T01:00+0100","Zch_Rosengartenstrasse","T","h1","°C",8.07,"provisorisch"
"2024-01-04T01:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",77.24,"provisorisch"
"2024-01-04T01:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",956.77,"provisorisch"
"2024-01-04T01:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",36.3,"provisorisch"
"2024-01-04T01:00+0100","Zch_Rosengartenstrasse","WD","h1","°",218.11,"provisorisch"
"2024-01-04T01:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.28,"provisorisch"
"2024-01-04T01:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.42,"provisorisch"
"2024-01-04T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.86,"provisorisch"
"2024-01-04T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.89,"provisorisch"
"2024-01-04T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.15,"provisorisch"
"2024-01-04T02:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",16.13,"provisorisch"
"2024-01-04T02:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-04T02:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",237.1,"provisorisch"
"2024-01-04T02:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",5.57,"provisorisch"
"2024-01-04T02:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",5.67,"provisorisch"
"2024-01-04T02:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.85,"provisorisch"
"2024-01-04T02:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",89.97,"provisorisch"
"2024-01-04T02:00+0100","Zch_Schimmelstrasse","p","h1","hPa",959.75,"provisorisch"
"2024-01-04T02:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",20.2,"provisorisch"
"2024-01-04T02:00+0100","Zch_Schimmelstrasse","WD","h1","°",141.4,"provisorisch"
"2024-01-04T02:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.47,"provisorisch"
"2024-01-04T02:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.68,"provisorisch"
"2024-01-04T02:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.61,"provisorisch"
"2024-01-04T02:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",80.37,"provisorisch"
"2024-01-04T02:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",957.18,"provisorisch"
"2024-01-04T02:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",5.17,"provisorisch"
"2024-01-04T02:00+0100","Zch_Rosengartenstrasse","WD","h1","°",215.97,"provisorisch"
"2024-01-04T02:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.17,"provisorisch"
"2024-01-04T02:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.31,"provisorisch"
"2024-01-04T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.63,"provisorisch"
"2024-01-04T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.71,"provisorisch"
"2024-01-04T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.66,"provisorisch"
"2024-01-04T03:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",7.85,"provisorisch"
"2024-01-04T03:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-04T03:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",240.23,"provisorisch"
"2024-01-04T03:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",5.52,"provisorisch"
"2024-01-04T03:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",5.62,"provisorisch"
"2024-01-04T03:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.56,"provisorisch"
"2024-01-04T03:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",91.02,"provisorisch"
"2024-01-04T03:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.26,"provisorisch"
"2024-01-04T03:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",11.63,"provisorisch"
"2024-01-04T03:00+0100","Zch_Schimmelstrasse","WD","h1","°",143.27,"provisorisch"
"2024-01-04T03:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.25,"provisorisch"
"2024-01-04T03:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.84,"provisorisch"
"2024-01-04T03:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.58,"provisorisch"
"2024-01-04T03:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",77.32,"provisorisch"
"2024-01-04T03:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",957.66,"provisorisch"
"2024-01-04T03:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.05,"provisorisch"
"2024-01-04T03:00+0100","Zch_Rosengartenstrasse","WD","h1","°",214.38,"provisorisch"
"2024-01-04T03:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.25,"provisorisch"
"2024-01-04T03:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.41,"provisorisch"
"2024-01-04T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.82,"provisorisch"
"2024-01-04T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.04,"provisorisch"
"2024-01-04T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",958.01,"provisorisch"
"2024-01-04T04:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",26.95,"provisorisch"
"2024-01-04T04:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-04T04:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",245.13,"provisorisch"
"2024-01-04T04:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",5.35,"provisorisch"
"2024-01-04T04:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",5.45,"provisorisch"
"2024-01-04T04:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.84,"provisorisch"
"2024-01-04T04:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",89.39,"provisorisch"
"2024-01-04T04:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.52,"provisorisch"
"2024-01-04T04:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",26.17,"provisorisch"
"2024-01-04T04:00+0100","Zch_Schimmelstrasse","WD","h1","°",140.85,"provisorisch"
"2024-01-04T04:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.19,"provisorisch"
"2024-01-04T04:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.7,"provisorisch"
"2024-01-04T04:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.64,"provisorisch"
"2024-01-04T04:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",79.22,"provisorisch"
"2024-01-04T04:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",958,"provisorisch"
"2024-01-04T04:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",28.12,"provisorisch"
"2024-01-04T04:00+0100","Zch_Rosengartenstrasse","WD","h1","°",219.3,"provisorisch"
"2024-01-04T04:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.38,"provisorisch"
"2024-01-04T04:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.47,"provisorisch"
"2024-01-04T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.52,"provisorisch"
"2024-01-04T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",81.35,"provisorisch"
"2024-01-04T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",958.75,"provisorisch"
"2024-01-04T05:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",55.95,"provisorisch"
"2024-01-04T05:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-04T05:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",245.86,"provisorisch"
"2024-01-04T05:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",4.24,"provisorisch"
"2024-01-04T05:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",4.32,"provisorisch"
"2024-01-04T05:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.57,"provisorisch"
"2024-01-04T05:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",92.5,"provisorisch"
"2024-01-04T05:00+0100","Zch_Schimmelstrasse","p","h1","hPa",961.19,"provisorisch"
"2024-01-04T05:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",60,"provisorisch"
"2024-01-04T05:00+0100","Zch_Schimmelstrasse","WD","h1","°",143.78,"provisorisch"
"2024-01-04T05:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.22,"provisorisch"
"2024-01-04T05:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.48,"provisorisch"
"2024-01-04T05:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.17,"provisorisch"
"2024-01-04T05:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",86.36,"provisorisch"
"2024-01-04T05:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",958.82,"provisorisch"
"2024-01-04T05:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",52.9,"provisorisch"
"2024-01-04T05:00+0100","Zch_Rosengartenstrasse","WD","h1","°",223.13,"provisorisch"
"2024-01-04T05:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.11,"provisorisch"
"2024-01-04T05:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.17,"provisorisch"
"2024-01-04T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.62,"provisorisch"
"2024-01-04T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.5,"provisorisch"
"2024-01-04T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",959.2,"provisorisch"
"2024-01-04T06:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",8.68,"provisorisch"
"2024-01-04T06:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2024-01-04T06:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",242.96,"provisorisch"
"2024-01-04T06:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",5.1,"provisorisch"
"2024-01-04T06:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",5.22,"provisorisch"
"2024-01-04T06:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.82,"provisorisch"
"2024-01-04T06:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",85.49,"provisorisch"
"2024-01-04T06:00+0100","Zch_Schimmelstrasse","p","h1","hPa",961.66,"provisorisch"
"2024-01-04T06:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",11.17,"provisorisch"
"2024-01-04T06:00+0100","Zch_Schimmelstrasse","WD","h1","°",146.32,"provisorisch"
"2024-01-04T06:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.95,"provisorisch"
"2024-01-04T06:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",2.15,"provisorisch"
"2024-01-04T06:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.3,"provisorisch"
"2024-01-04T06:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",80.39,"provisorisch"
"2024-01-04T06:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",959.34,"provisorisch"
"2024-01-04T06:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.68,"provisorisch"
"2024-01-04T06:00+0100","Zch_Rosengartenstrasse","WD","h1","°",219.2,"provisorisch"
"2024-01-04T06:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.08,"provisorisch"
"2024-01-04T06:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.19,"provisorisch"
"2024-01-04T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.76,"provisorisch"
"2024-01-04T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.84,"provisorisch"
"2024-01-04T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",960.02,"provisorisch"
"2024-01-04T07:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",4.85,"provisorisch"
"2024-01-04T07:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-04T07:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",237.19,"provisorisch"
"2024-01-04T07:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",4.62,"provisorisch"
"2024-01-04T07:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",4.85,"provisorisch"
"2024-01-04T07:00+0100","Zch_Schimmelstrasse","T","h1","°C",8.01,"provisorisch"
"2024-01-04T07:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",83.43,"provisorisch"
"2024-01-04T07:00+0100","Zch_Schimmelstrasse","p","h1","hPa",962.62,"provisorisch"
"2024-01-04T07:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",2.63,"provisorisch"
"2024-01-04T07:00+0100","Zch_Schimmelstrasse","WD","h1","°",143.45,"provisorisch"
"2024-01-04T07:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.24,"provisorisch"
"2024-01-04T07:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",2.05,"provisorisch"
"2024-01-04T07:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.65,"provisorisch"
"2024-01-04T07:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",75.01,"provisorisch"
"2024-01-04T07:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",960.24,"provisorisch"
"2024-01-04T07:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.43,"provisorisch"
"2024-01-04T07:00+0100","Zch_Rosengartenstrasse","WD","h1","°",219.72,"provisorisch"
"2024-01-04T07:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.2,"provisorisch"
"2024-01-04T07:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.3,"provisorisch"
"2024-01-04T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.83,"provisorisch"
"2024-01-04T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.89,"provisorisch"
"2024-01-04T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",960.56,"provisorisch"
"2024-01-04T08:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",15.75,"provisorisch"
"2024-01-04T08:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",9.25,"provisorisch"
"2024-01-04T08:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",238.52,"provisorisch"
"2024-01-04T08:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.72,"provisorisch"
"2024-01-04T08:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.83,"provisorisch"
"2024-01-04T08:00+0100","Zch_Schimmelstrasse","T","h1","°C",8.08,"provisorisch"
"2024-01-04T08:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",82.47,"provisorisch"
"2024-01-04T08:00+0100","Zch_Schimmelstrasse","p","h1","hPa",963.14,"provisorisch"
"2024-01-04T08:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",7.26,"provisorisch"
"2024-01-04T08:00+0100","Zch_Schimmelstrasse","WD","h1","°",141.38,"provisorisch"
"2024-01-04T08:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.84,"provisorisch"
"2024-01-04T08:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.37,"provisorisch"
"2024-01-04T08:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.74,"provisorisch"
"2024-01-04T08:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",74.37,"provisorisch"
"2024-01-04T08:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",960.8,"provisorisch"
"2024-01-04T08:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",3.97,"provisorisch"
"2024-01-04T08:00+0100","Zch_Rosengartenstrasse","WD","h1","°",221.73,"provisorisch"
"2024-01-04T08:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.95,"provisorisch"
"2024-01-04T08:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.02,"provisorisch"
"2024-01-04T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.86,"provisorisch"
"2024-01-04T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",72.84,"provisorisch"
"2024-01-04T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",961.08,"provisorisch"
"2024-01-04T09:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",4.03,"provisorisch"
"2024-01-04T09:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",60.58,"provisorisch"
"2024-01-04T09:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",238.96,"provisorisch"
"2024-01-04T09:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",4.18,"provisorisch"
"2024-01-04T09:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",4.32,"provisorisch"
"2024-01-04T09:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.96,"provisorisch"
"2024-01-04T09:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",85.26,"provisorisch"
"2024-01-04T09:00+0100","Zch_Schimmelstrasse","p","h1","hPa",963.56,"provisorisch"
"2024-01-04T09:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T09:00+0100","Zch_Schimmelstrasse","WD","h1","°",140.65,"provisorisch"
"2024-01-04T09:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.58,"provisorisch"
"2024-01-04T09:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.63,"provisorisch"
"2024-01-04T09:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.82,"provisorisch"
"2024-01-04T09:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",74.49,"provisorisch"
"2024-01-04T09:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",961.27,"provisorisch"
"2024-01-04T09:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.95,"provisorisch"
"2024-01-04T09:00+0100","Zch_Rosengartenstrasse","WD","h1","°",220.43,"provisorisch"
"2024-01-04T09:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.96,"provisorisch"
"2024-01-04T09:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.07,"provisorisch"
"2024-01-04T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.97,"provisorisch"
"2024-01-04T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.87,"provisorisch"
"2024-01-04T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",961.6,"provisorisch"
"2024-01-04T10:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",29.67,"provisorisch"
"2024-01-04T10:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",120.04,"provisorisch"
"2024-01-04T10:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",246.47,"provisorisch"
"2024-01-04T10:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",4.34,"provisorisch"
"2024-01-04T10:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",4.44,"provisorisch"
"2024-01-04T10:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.98,"provisorisch"
"2024-01-04T10:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",88.09,"provisorisch"
"2024-01-04T10:00+0100","Zch_Schimmelstrasse","p","h1","hPa",964.01,"provisorisch"
"2024-01-04T10:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",20.82,"provisorisch"
"2024-01-04T10:00+0100","Zch_Schimmelstrasse","WD","h1","°",132.95,"provisorisch"
"2024-01-04T10:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.35,"provisorisch"
"2024-01-04T10:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.33,"provisorisch"
"2024-01-04T10:00+0100","Zch_Rosengartenstrasse","T","h1","°C",8.02,"provisorisch"
"2024-01-04T10:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",76.88,"provisorisch"
"2024-01-04T10:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",961.76,"provisorisch"
"2024-01-04T10:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",17.27,"provisorisch"
"2024-01-04T10:00+0100","Zch_Rosengartenstrasse","WD","h1","°",217.83,"provisorisch"
"2024-01-04T10:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.02,"provisorisch"
"2024-01-04T10:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.14,"provisorisch"
"2024-01-04T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.42,"provisorisch"
"2024-01-04T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",72.09,"provisorisch"
"2024-01-04T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",961.78,"provisorisch"
"2024-01-04T11:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",4.02,"provisorisch"
"2024-01-04T11:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",221.36,"provisorisch"
"2024-01-04T11:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",246.46,"provisorisch"
"2024-01-04T11:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.93,"provisorisch"
"2024-01-04T11:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",4.03,"provisorisch"
"2024-01-04T11:00+0100","Zch_Schimmelstrasse","T","h1","°C",8.55,"provisorisch"
"2024-01-04T11:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",83.75,"provisorisch"
"2024-01-04T11:00+0100","Zch_Schimmelstrasse","p","h1","hPa",964.24,"provisorisch"
"2024-01-04T11:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.02,"provisorisch"
"2024-01-04T11:00+0100","Zch_Schimmelstrasse","WD","h1","°",136.9,"provisorisch"
"2024-01-04T11:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.78,"provisorisch"
"2024-01-04T11:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.15,"provisorisch"
"2024-01-04T11:00+0100","Zch_Rosengartenstrasse","T","h1","°C",8.49,"provisorisch"
"2024-01-04T11:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",73.13,"provisorisch"
"2024-01-04T11:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",961.93,"provisorisch"
"2024-01-04T11:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.53,"provisorisch"
"2024-01-04T11:00+0100","Zch_Rosengartenstrasse","WD","h1","°",221.77,"provisorisch"
"2024-01-04T11:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.18,"provisorisch"
"2024-01-04T11:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.26,"provisorisch"
"2024-01-04T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.11,"provisorisch"
"2024-01-04T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",66.76,"provisorisch"
"2024-01-04T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",961.38,"provisorisch"
"2024-01-04T12:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T12:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",202.84,"provisorisch"
"2024-01-04T12:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",250.79,"provisorisch"
"2024-01-04T12:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",4.87,"provisorisch"
"2024-01-04T12:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",4.98,"provisorisch"
"2024-01-04T12:00+0100","Zch_Schimmelstrasse","T","h1","°C",9.32,"provisorisch"
"2024-01-04T12:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",77.33,"provisorisch"
"2024-01-04T12:00+0100","Zch_Schimmelstrasse","p","h1","hPa",963.82,"provisorisch"
"2024-01-04T12:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T12:00+0100","Zch_Schimmelstrasse","WD","h1","°",129.1,"provisorisch"
"2024-01-04T12:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.11,"provisorisch"
"2024-01-04T12:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.09,"provisorisch"
"2024-01-04T12:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.36,"provisorisch"
"2024-01-04T12:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",66.49,"provisorisch"
"2024-01-04T12:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",961.44,"provisorisch"
"2024-01-04T12:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T12:00+0100","Zch_Rosengartenstrasse","WD","h1","°",225.34,"provisorisch"
"2024-01-04T12:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.21,"provisorisch"
"2024-01-04T12:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.36,"provisorisch"
"2024-01-04T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.28,"provisorisch"
"2024-01-04T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",64.36,"provisorisch"
"2024-01-04T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",960.8,"provisorisch"
"2024-01-04T13:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-04T13:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",210.76,"provisorisch"
"2024-01-04T13:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",257.49,"provisorisch"
"2024-01-04T13:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.18,"provisorisch"
"2024-01-04T13:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",4.78,"provisorisch"
