"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2024-02-19T11:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T11:00+0100","Zch_Rosengartenstrasse","WD","h1","°",222.98,"provisorisch"
"2024-02-19T11:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.51,"provisorisch"
"2024-02-19T11:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.66,"provisorisch"
"2024-02-19T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.87,"provisorisch"
"2024-02-19T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",70.76,"provisorisch"
"2024-02-19T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",979.6,"provisorisch"
"2024-02-19T12:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T12:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",174.12,"provisorisch"
"2024-02-19T12:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",255.58,"provisorisch"
"2024-02-19T12:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.29,"provisorisch"
"2024-02-19T12:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.42,"provisorisch"
"2024-02-19T12:00+0100","Zch_Schimmelstrasse","T","h1","°C",11.03,"provisorisch"
"2024-02-19T12:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",72.01,"provisorisch"
"2024-02-19T12:00+0100","Zch_Schimmelstrasse","p","h1","hPa",982.24,"provisorisch"
"2024-02-19T12:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.55,"provisorisch"
"2024-02-19T12:00+0100","Zch_Schimmelstrasse","WD","h1","°",125.25,"provisorisch"
"2024-02-19T12:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.12,"provisorisch"
"2024-02-19T12:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.79,"provisorisch"
"2024-02-19T12:00+0100","Zch_Rosengartenstrasse","T","h1","°C",11.15,"provisorisch"
"2024-02-19T12:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",70.97,"provisorisch"
"2024-02-19T12:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",979.76,"provisorisch"
"2024-02-19T12:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T12:00+0100","Zch_Rosengartenstrasse","WD","h1","°",218.86,"provisorisch"
"2024-02-19T12:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.43,"provisorisch"
"2024-02-19T12:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.64,"provisorisch"
"2024-02-19T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.91,"provisorisch"
"2024-02-19T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",67.04,"provisorisch"
"2024-02-19T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",978.76,"provisorisch"
"2024-02-19T13:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T13:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",192.4,"provisorisch"
"2024-02-19T13:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",260.44,"provisorisch"
"2024-02-19T13:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.16,"provisorisch"
"2024-02-19T13:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.42,"provisorisch"
"2024-02-19T13:00+0100","Zch_Schimmelstrasse","T","h1","°C",11.31,"provisorisch"
"2024-02-19T13:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",68.56,"provisorisch"
"2024-02-19T13:00+0100","Zch_Schimmelstrasse","p","h1","hPa",981.32,"provisorisch"
"2024-02-19T13:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.03,"provisorisch"
"2024-02-19T13:00+0100","Zch_Schimmelstrasse","WD","h1","°",129,"provisorisch"
"2024-02-19T13:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.29,"provisorisch"
"2024-02-19T13:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.9,"provisorisch"
"2024-02-19T13:00+0100","Zch_Rosengartenstrasse","T","h1","°C",11.31,"provisorisch"
"2024-02-19T13:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",68.5,"provisorisch"
"2024-02-19T13:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",978.96,"provisorisch"
"2024-02-19T13:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T13:00+0100","Zch_Rosengartenstrasse","WD","h1","°",220.2,"provisorisch"
"2024-02-19T13:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.38,"provisorisch"
"2024-02-19T13:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.57,"provisorisch"
"2024-02-19T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.9,"provisorisch"
"2024-02-19T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",70.1,"provisorisch"
"2024-02-19T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",978.46,"provisorisch"
"2024-02-19T14:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T14:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",121.66,"provisorisch"
"2024-02-19T14:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",299.73,"provisorisch"
"2024-02-19T14:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.17,"provisorisch"
"2024-02-19T14:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.25,"provisorisch"
"2024-02-19T14:00+0100","Zch_Schimmelstrasse","T","h1","°C",11.24,"provisorisch"
"2024-02-19T14:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",71.54,"provisorisch"
"2024-02-19T14:00+0100","Zch_Schimmelstrasse","p","h1","hPa",981,"provisorisch"
"2024-02-19T14:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T14:00+0100","Zch_Schimmelstrasse","WD","h1","°",339.17,"provisorisch"
"2024-02-19T14:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.22,"provisorisch"
"2024-02-19T14:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.93,"provisorisch"
"2024-02-19T14:00+0100","Zch_Rosengartenstrasse","T","h1","°C",11.21,"provisorisch"
"2024-02-19T14:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",70.95,"provisorisch"
"2024-02-19T14:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",978.58,"provisorisch"
"2024-02-19T14:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T14:00+0100","Zch_Rosengartenstrasse","WD","h1","°",166.98,"provisorisch"
"2024-02-19T14:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.13,"provisorisch"
"2024-02-19T14:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.39,"provisorisch"
"2024-02-19T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",11.3,"provisorisch"
"2024-02-19T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",63.71,"provisorisch"
"2024-02-19T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",978.16,"provisorisch"
"2024-02-19T15:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T15:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",170.01,"provisorisch"
"2024-02-19T15:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",259.05,"provisorisch"
"2024-02-19T15:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.54,"provisorisch"
"2024-02-19T15:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.71,"provisorisch"
"2024-02-19T15:00+0100","Zch_Schimmelstrasse","T","h1","°C",11.75,"provisorisch"
"2024-02-19T15:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",63.53,"provisorisch"
"2024-02-19T15:00+0100","Zch_Schimmelstrasse","p","h1","hPa",980.68,"provisorisch"
"2024-02-19T15:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T15:00+0100","Zch_Schimmelstrasse","WD","h1","°",58.73,"provisorisch"
"2024-02-19T15:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.02,"provisorisch"
"2024-02-19T15:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.77,"provisorisch"
"2024-02-19T15:00+0100","Zch_Rosengartenstrasse","T","h1","°C",11.6,"provisorisch"
"2024-02-19T15:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",66.38,"provisorisch"
"2024-02-19T15:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",978.33,"provisorisch"
"2024-02-19T15:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T15:00+0100","Zch_Rosengartenstrasse","WD","h1","°",213.43,"provisorisch"
"2024-02-19T15:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.41,"provisorisch"
"2024-02-19T15:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.56,"provisorisch"
"2024-02-19T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",11.4,"provisorisch"
"2024-02-19T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",61.56,"provisorisch"
"2024-02-19T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",977.84,"provisorisch"
"2024-02-19T16:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T16:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",113.6,"provisorisch"
"2024-02-19T16:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",265.25,"provisorisch"
"2024-02-19T16:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.37,"provisorisch"
"2024-02-19T16:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.54,"provisorisch"
"2024-02-19T16:00+0100","Zch_Schimmelstrasse","T","h1","°C",11.72,"provisorisch"
"2024-02-19T16:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",62.07,"provisorisch"
"2024-02-19T16:00+0100","Zch_Schimmelstrasse","p","h1","hPa",980.4,"provisorisch"
"2024-02-19T16:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T16:00+0100","Zch_Schimmelstrasse","WD","h1","°",45.96,"provisorisch"
"2024-02-19T16:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.03,"provisorisch"
"2024-02-19T16:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.69,"provisorisch"
"2024-02-19T16:00+0100","Zch_Rosengartenstrasse","T","h1","°C",11.57,"provisorisch"
"2024-02-19T16:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",62.78,"provisorisch"
"2024-02-19T16:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",978.06,"provisorisch"
"2024-02-19T16:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T16:00+0100","Zch_Rosengartenstrasse","WD","h1","°",235.3,"provisorisch"
"2024-02-19T16:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.31,"provisorisch"
"2024-02-19T16:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.55,"provisorisch"
"2024-02-19T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.87,"provisorisch"
"2024-02-19T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",63.53,"provisorisch"
"2024-02-19T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",977.7,"provisorisch"
"2024-02-19T17:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T17:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",22.17,"provisorisch"
"2024-02-19T17:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",266.85,"provisorisch"
"2024-02-19T17:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.56,"provisorisch"
"2024-02-19T17:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.67,"provisorisch"
"2024-02-19T17:00+0100","Zch_Schimmelstrasse","T","h1","°C",11.14,"provisorisch"
"2024-02-19T17:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",63.28,"provisorisch"
"2024-02-19T17:00+0100","Zch_Schimmelstrasse","p","h1","hPa",980.22,"provisorisch"
"2024-02-19T17:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T17:00+0100","Zch_Schimmelstrasse","WD","h1","°",144.46,"provisorisch"
"2024-02-19T17:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.18,"provisorisch"
"2024-02-19T17:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.65,"provisorisch"
"2024-02-19T17:00+0100","Zch_Rosengartenstrasse","T","h1","°C",10.91,"provisorisch"
"2024-02-19T17:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",66.11,"provisorisch"
"2024-02-19T17:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",977.88,"provisorisch"
"2024-02-19T17:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T17:00+0100","Zch_Rosengartenstrasse","WD","h1","°",212.57,"provisorisch"
"2024-02-19T17:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.05,"provisorisch"
"2024-02-19T17:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.28,"provisorisch"
"2024-02-19T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.34,"provisorisch"
"2024-02-19T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",63.38,"provisorisch"
"2024-02-19T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",977.51,"provisorisch"
"2024-02-19T18:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T18:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-02-19T18:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",242.79,"provisorisch"
"2024-02-19T18:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.18,"provisorisch"
"2024-02-19T18:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.25,"provisorisch"
"2024-02-19T18:00+0100","Zch_Schimmelstrasse","T","h1","°C",10.6,"provisorisch"
"2024-02-19T18:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",64.1,"provisorisch"
"2024-02-19T18:00+0100","Zch_Schimmelstrasse","p","h1","hPa",980.08,"provisorisch"
"2024-02-19T18:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T18:00+0100","Zch_Schimmelstrasse","WD","h1","°",166.19,"provisorisch"
"2024-02-19T18:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0,"provisorisch"
"2024-02-19T18:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.58,"provisorisch"
"2024-02-19T18:00+0100","Zch_Rosengartenstrasse","T","h1","°C",10.31,"provisorisch"
"2024-02-19T18:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",66.06,"provisorisch"
"2024-02-19T18:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",977.74,"provisorisch"
"2024-02-19T18:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T18:00+0100","Zch_Rosengartenstrasse","WD","h1","°",217.66,"provisorisch"
"2024-02-19T18:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.35,"provisorisch"
"2024-02-19T18:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.38,"provisorisch"
"2024-02-19T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",10.14,"provisorisch"
"2024-02-19T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",64.46,"provisorisch"
"2024-02-19T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",977.41,"provisorisch"
"2024-02-19T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T19:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-02-19T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",228.53,"provisorisch"
"2024-02-19T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.02,"provisorisch"
"2024-02-19T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.12,"provisorisch"
"2024-02-19T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",10.25,"provisorisch"
"2024-02-19T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",66.56,"provisorisch"
"2024-02-19T19:00+0100","Zch_Schimmelstrasse","p","h1","hPa",980,"provisorisch"
"2024-02-19T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",135.85,"provisorisch"
"2024-02-19T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.34,"provisorisch"
"2024-02-19T19:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.58,"provisorisch"
"2024-02-19T19:00+0100","Zch_Rosengartenstrasse","T","h1","°C",10.19,"provisorisch"
"2024-02-19T19:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",66.87,"provisorisch"
"2024-02-19T19:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",977.57,"provisorisch"
"2024-02-19T19:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T19:00+0100","Zch_Rosengartenstrasse","WD","h1","°",202.7,"provisorisch"
"2024-02-19T19:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.18,"provisorisch"
"2024-02-19T19:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.26,"provisorisch"
"2024-02-19T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.87,"provisorisch"
"2024-02-19T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",66.3,"provisorisch"
"2024-02-19T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",977.34,"provisorisch"
"2024-02-19T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",2.18,"provisorisch"
"2024-02-19T20:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-02-19T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",208.74,"provisorisch"
"2024-02-19T20:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.83,"provisorisch"
"2024-02-19T20:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.03,"provisorisch"
"2024-02-19T20:00+0100","Zch_Schimmelstrasse","T","h1","°C",10.3,"provisorisch"
"2024-02-19T20:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",66.21,"provisorisch"
"2024-02-19T20:00+0100","Zch_Schimmelstrasse","p","h1","hPa",979.92,"provisorisch"
"2024-02-19T20:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",1.65,"provisorisch"
"2024-02-19T20:00+0100","Zch_Schimmelstrasse","WD","h1","°",119.77,"provisorisch"
"2024-02-19T20:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.18,"provisorisch"
"2024-02-19T20:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.45,"provisorisch"
"2024-02-19T20:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.98,"provisorisch"
"2024-02-19T20:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",68.6,"provisorisch"
"2024-02-19T20:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",977.51,"provisorisch"
"2024-02-19T20:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-02-19T20:00+0100","Zch_Rosengartenstrasse","WD","h1","°",194.96,"provisorisch"
"2024-02-19T20:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.13,"provisorisch"
"2024-02-19T20:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.22,"provisorisch"
"2024-02-19T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.69,"provisorisch"
"2024-02-19T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.05,"provisorisch"
"2024-02-19T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",977.14,"provisorisch"
"2024-02-19T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",60,"provisorisch"
"2024-02-19T21:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-02-19T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",268.33,"provisorisch"
"2024-02-19T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.35,"provisorisch"
"2024-02-19T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.91,"provisorisch"
"2024-02-19T21:00+0100","Zch_Schimmelstrasse","T","h1","°C",10.03,"provisorisch"
"2024-02-19T21:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",71.07,"provisorisch"
"2024-02-19T21:00+0100","Zch_Schimmelstrasse","p","h1","hPa",979.71,"provisorisch"
"2024-02-19T21:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",19.28,"provisorisch"
"2024-02-19T21:00+0100","Zch_Schimmelstrasse","WD","h1","°",135.91,"provisorisch"
"2024-02-19T21:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.03,"provisorisch"
"2024-02-19T21:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.58,"provisorisch"
"2024-02-19T21:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.39,"provisorisch"
"2024-02-19T21:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",76.52,"provisorisch"
"2024-02-19T21:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",977.26,"provisorisch"
"2024-02-19T21:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",25,"provisorisch"
"2024-02-19T21:00+0100","Zch_Rosengartenstrasse","WD","h1","°",123.18,"provisorisch"
"2024-02-19T21:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.1,"provisorisch"
"2024-02-19T21:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.24,"provisorisch"
"2024-02-19T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.6,"provisorisch"
"2024-02-19T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.68,"provisorisch"
"2024-02-19T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",976.66,"provisorisch"
"2024-02-19T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",36.9,"provisorisch"
"2024-02-19T22:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-02-19T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",175.4,"provisorisch"
"2024-02-19T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.77,"provisorisch"
"2024-02-19T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.93,"provisorisch"
"2024-02-19T22:00+0100","Zch_Schimmelstrasse","T","h1","°C",9.65,"provisorisch"
"2024-02-19T22:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",75.3,"provisorisch"
"2024-02-19T22:00+0100","Zch_Schimmelstrasse","p","h1","hPa",979.29,"provisorisch"
"2024-02-19T22:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",20.18,"provisorisch"
"2024-02-19T22:00+0100","Zch_Schimmelstrasse","WD","h1","°",138.85,"provisorisch"
"2024-02-19T22:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.12,"provisorisch"
"2024-02-19T22:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.59,"provisorisch"
"2024-02-19T22:00+0100","Zch_Rosengartenstrasse","T","h1","°C",9.19,"provisorisch"
"2024-02-19T22:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",82.29,"provisorisch"
"2024-02-19T22:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",976.86,"provisorisch"
"2024-02-19T22:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",12.45,"provisorisch"
"2024-02-19T22:00+0100","Zch_Rosengartenstrasse","WD","h1","°",204.88,"provisorisch"
"2024-02-19T22:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.1,"provisorisch"
"2024-02-19T22:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.19,"provisorisch"
"2024-02-19T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",9.19,"provisorisch"
"2024-02-19T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",78.66,"provisorisch"
"2024-02-19T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",976.64,"provisorisch"
"2024-02-19T23:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",47.92,"provisorisch"
"2024-02-19T23:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-02-19T23:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",259.74,"provisorisch"
"2024-02-19T23:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.62,"provisorisch"
"2024-02-19T23:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.82,"provisorisch"
"2024-02-19T23:00+0100","Zch_Schimmelstrasse","T","h1","°C",9.04,"provisorisch"
"2024-02-19T23:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",79.67,"provisorisch"
"2024-02-19T23:00+0100","Zch_Schimmelstrasse","p","h1","hPa",979.2,"provisorisch"
"2024-02-19T23:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",26.2,"provisorisch"
"2024-02-19T23:00+0100","Zch_Schimmelstrasse","WD","h1","°",67.96,"provisorisch"
"2024-02-19T23:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.1,"provisorisch"
"2024-02-19T23:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.73,"provisorisch"
"2024-02-19T23:00+0100","Zch_Rosengartenstrasse","T","h1","°C",8.96,"provisorisch"
"2024-02-19T23:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",84.42,"provisorisch"
"2024-02-19T23:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",976.89,"provisorisch"
"2024-02-19T23:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",39.28,"provisorisch"
"2024-02-19T23:00+0100","Zch_Rosengartenstrasse","WD","h1","°",221.47,"provisorisch"
"2024-02-19T23:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.22,"provisorisch"
"2024-02-19T23:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.42,"provisorisch"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.73,"provisorisch"
